Article ID,Generated 1,Reference keywords,Generated 2,Match % (Generated 1),Match % (Generated 2)
Chugunov_IMS_2014,,,"электронное правительство,тематика,повестка дня,электронные услуги,цель анализа,тематика услуг,специфика формирования,санктпетербургский кампус,публикуемые сообщения,отдельные темы",,
Danilina_IMS_2014,"произведения, правовые положения, правовые, автора, авторских текстов, целях, согласия автора, положения, учебных целях, учебных","авторское право, учебник, книга для чтения","учебные цели,вопросы,учебная литература,применение сети,правовое функционирование,оцифрованные учебники,особое внимание,авторское право,авторские тексты,интернет",0.0,33.33
Dmitrieva_IMS_2014,,,"российская практика,публичная власть,исполнительная власть,вопросы создания,работа,авторы",,
Dubovik_IMS_2017,"текстов, стиля, стилей, тексты, стиль, делового стиля, значение, существительное, текста, текстах","style, classification, corpus linguistics, stylomet","статистические параметры,принадлежность текста,основание методов,определение стилей,используемые параметры,эксперименты,предположение,материал,корпусы,исследование",0.0,0.0
Dubovik_IMS_2017,"текстов, стиля, стилей, тексты, стиль, делового стиля, значение, существительное, текста, текстах","стиль, классификация, корпусная лингвистика, стилеметрия, типология.","статистические параметры,принадлежность текста,основание методов,определение стилей,используемые параметры,эксперименты,предположение,материал,корпусы,исследование",20.0,0.0
Dyakova_IMS_2013,,,"электронное правительство,управленческие приоритеты,специфика перехода,модные тренды,какой образ,имеющаяся система,статья,китай",,
Dyakova_IMS_2014,,,"коррупция,электронное правительство,информационные технологии,статья,борьба,условия существования,усиление контроля,социальное знание,совместный проекты,рамки программы",,
Erkimbaev_IMS_2015,"uds, онтологии, классов, свойств, рис, например, наноматериалов, области, chebi, описания","ontology, information model.

nanomaterials, nano-object, hierarchy

of

classes","свойства,российская онтология,разработанные онтологии,объёмный наноматериалы,область материаловедения,новые объекты,новая онтология,информационная модель,главные достоинство,возможность расширения",0.0,0.0
Erkimbaev_IMS_2015,"uds, онтологии, классов, свойств, рис, например, наноматериалов, области, chebi, описания","онтология, наноматериалы, нано-объекты, иерархия
классов, информационная модель.","свойства,российская онтология,разработанные онтологии,объёмный наноматериалы,область материаловедения,новые объекты,новая онтология,информационная модель,главные достоинство,возможность расширения",0.0,0.0
Evtushenko_IMS_2013,,,"прозрачность,планирование,сегодняшний день,реалии глобализации,отсутствие ответственности,основные предпосылки,обоснование необходимости,единая система,государственное управление,архитектурный подход",,
Filchenkov_IMS_2014,"социальных медиа, социальных, выборов, предсказания, медиа, протестов, результатов выборов, задача предсказания, является, протесты","прогнозирование исходов выборов, прогнозирование протестов, цифровые следы, анализ социальных медиа","широкий доступ,теоретическая предсказуемость,сравнительный анализ,социальные медиа,сии поры,протестная активность,научные стати,задача прогнозирования,доступность данных,данная статья",0.0,0.0
Filippova_IMS_2014,,,"сми,уровень дохода,социальные сети,современные медиасистемы,правящие классы,первое уровень,основные характеристики,новые медиа,называемые сми,массовая коммуникация",,
Gavrilkina_IMS_2023,"отношений, ролей, роль, сущностей, роли, идентификации ролей, ролей сущностей, причина, определена роль, сущности","семантические роли, информационный поиск, автоматическая обработка текста, полнотекстовое индексирование","оценка качества,назначение ролей,контекст задачи,эксперимент,условие,статья,соответствие,причина,подходы,подход",0.0,0.0
Godgildieva_IMS_2016,"русского языка, языка, verbalex, русского, глагола, чешского языка, словаря, словаря валентностей, валентности, семантических ролей","valency, valency dictionary, russian, verbalex.","русский язык,цель работы,русский глагол,проект verbalex,принимаемые глагол,полуавтоматический образ,модель описания,качество эксперимента,данный момент,аргументная структура",0.0,0.0
Godgildieva_IMS_2016,"русского языка, языка, verbalex, русского, глагола, чешского языка, словаря, словаря валентностей, валентности, семантических ролей","валентность, словарь валентностей, русский язык, verbalex.","русский язык,цель работы,русский глагол,проект verbalex,принимаемые глагол,полуавтоматический образ,модель описания,качество эксперимента,данный момент,аргументная структура",0.0,25.0
Golitsina_IMS_2021,"элементарных фактов, определений понятий, отношений, поискового образа, например, определение понятия, определений, элементарных, связь, текста","text processing, fact extraction, ontology, taxonomy of relationships, definition of
concepts","определение понятия,отношения,элементарные факты,типы отношений,таксономия отношений,сопоставимость смыслов,соответствующие триплеты,содержание текста,ситуативные отношения,результаты эксперимента",0.0,0.0
Golitsina_IMS_2021,"элементарных фактов, определений понятий, отношений, поискового образа, например, определение понятия, определений, элементарных, связь, текста","обработка текста, извлечение фактов, онтология, таксономия
отношений, определение понятий","определение понятия,отношения,элементарные факты,типы отношений,таксономия отношений,сопоставимость смыслов,соответствующие триплеты,содержание текста,ситуативные отношения,результаты эксперимента",0.0,0.0
Gorelik_IMS_2013,,,"электронная услуги,электронная регистрация,такая регистрация,состав профиля,результат регистрации,процедура регистрации,профиль пользователя,поставщик услуг,основной акцент,общегражданский паспорт",,
Goryunova_IMS_2017,"предметной области, предметной, специализированной предметной, области, языка uml, онтологий, использование языка, связана, модели предметной, классификации онтологий","оntologies, subject areas, modeling, classes, attributes, queries, dictionaries
scientific degree, position, organization – country.","предметная область,формальные экземпляры,формальные таксономия,онтологическая модель,экземпляры,функции,тезаурус,статья,свойства,представление",0.0,0.0
Goryunova_IMS_2017,"предметной области, предметной, специализированной предметной, области, языка uml, онтологий, использование языка, связана, модели предметной, классификации онтологий","онтологии, предметные области, моделирование, классы, атрибуты, запросы, словари","предметная область,формальные экземпляры,формальные таксономия,онтологическая модель,экземпляры,функции,тезаурус,статья,свойства,представление",0.0,0.0
Grebennikov_IMS_2020,"русского языка, языка, рассказов, русских рассказов, целом, русского, корпуса, словарей, частотных, слов","text corpus, russian short stories, stylometry, frequency dictionary, frequency distribution","русские рассказы,данные,частотный словарь,частотные словари,частотное словарь,цель выявления,художественная проза,хороший индикатор,русский язык,распределение частот",0.0,0.0
Grebennikov_IMS_2020,"русского языка, языка, рассказов, русских рассказов, целом, русского, корпуса, словарей, частотных, слов","корпус текстов, русский рассказ, стилеметрия, частотный словарь, распределение частот","русские рассказы,данные,частотный словарь,частотные словари,частотное словарь,цель выявления,художественная проза,хороший индикатор,русский язык,распределение частот",0.0,40.0
Grigorieva_IMS_2013,,,"социальное исключение,современное общество,пожилые работа,пожилые люди,настоящая статья,крайняя мера,актуальное вопрос,тема,старение,рассмотрение",,
Grigoryeva_IMS_2014,,,"социологические конструкты,рынок труда,пожилые икт,пилотный исследование,данная статья,фокус,старение,рамки,обучение,изменение",,
Grigoryuk_IMS_2013,,,"управление,данные,эффективная работа,ход экспериментов,программное обеспечение,предложенная архитектура,практическая реализация,неструктурированные данные,концептуальные основы,качество примера",,
Grokhovskiy_IMS_2014,"юникоде длиной, тип, тибетской грамматической, строка, тэг, юникоде, грамматической терминологии, tei, грамматической, данных","лексическая база, корпус тибетских грамматических сочинений, параллельный тибетско-русский корпус, тибетская грамматическая терминология, специальная терминологическая разметка, базовый грамматический термин, фонологический термин, синонимия, гипонимия","такой образ,свод памятников,русский язык,представляющая интерес,основа корпуса,описание работ,общее языкознание,настоящий доклад,задачи проекта,данная традиция",0.0,0.0
Ivanchenko_IMS_2013,,,"российская федерация,профессорскопреподавательская среда,мобильные устройства,мобильные технологии,информационные сервисы,сфера,работа,платформы",,
Ivanko_IMS_2013,,,"экспериментальный подтверждение,результаты работы,полученные результаты,первое упоминание,первая работа,основной цель,многие детали,данная статья,статья,создание",,
Ivanova_IMS_2019,"игры, глаголы, сша, мировой войны, первой мировой, видеоигры, видеоигр, военные игры, войны, играх","computer wargames, language, content analysis, verbs, rhetoric","компьютерные игры,вербальные компоненты,цифровые медиа,трансляция ценностей,страновые различия,сопоставление слов,соперничество действий,основные результаты,описания миссий,негативные коннотации",0.0,0.0
Ivanova_IMS_2019,"игры, глаголы, сша, мировой войны, первой мировой, видеоигры, видеоигр, военные игры, войны, играх","военные видеоигры, язык, контент-анализ, глаголы, риторика","компьютерные игры,вербальные компоненты,цифровые медиа,трансляция ценностей,страновые различия,сопоставление слов,соперничество действий,основные результаты,описания миссий,негативные коннотации",20.0,0.0
Juk_IMS_2013,,,"2013 года,социальные медиа,сервис мониторинга,рядовые пользователи,новое закон,качество инструментария,интеллектуальная собственность,антипиратский закон,15 июля,1 августа",,
Kalinichenko_IMS_2014,,,"экономикоматематический моделирование,управленческие решения,региональное развитие,прогнозно-аналитические задачи,основные классы,основа методов,государственное планирование,статья,санкт-петербург,рамки",,
Kanygin_IMS_2014,"знания, помощью, например, структуры, виде, пользователя, предопределенной структуры, представления, визуализации, управления","управление знанием, социальное знание, актор, связность знания, визуализация информации, структура знания, компилируемые структуры, графы","компиляция,структура знаний,социальное управление,новые возможность,информационно-аналитический обеспечение,естественность правил,визуальные структуры,агрегированные представление,статья,развитие",0.0,0.0
Kanygin_IMS_2015,"ран, рид ран, асу рид, знания, доктор наук, фано, житель города, наук, рид, асу","context-oriented ontology, document flow.","контекстно-ориентированная онтология,статья,помощь,функциональный состояние,сообщество акторов,собственная компетентность,пример процесса,предлагаемое подход,наполнение онтологии,контекстноориентированный онторедактор",0.0,0.0
Kanygin_IMS_2015,"ран, рид ран, асу рид, знания, доктор наук, фано, житель города, наук, рид, асу","контекстно-ориентированная онтология, документооборот.","контекстно-ориентированная онтология,статья,помощь,функциональный состояние,сообщество акторов,собственная компетентность,пример процесса,предлагаемое подход,наполнение онтологии,контекстноориентированный онторедактор",0.0,50.0
Kapterev_IMS_2014,,,"старшие школьники,результат анализа,профориентационные решения,продукционные алгоритмы,проблемная ситуация,отечественный управление,основа модели,частность,спппр,профориентация",,
Karbovskii_IMS_2013,,,"экстремальные ситуации,социальные процессы,персональные решения,интеллектуальная поддержка,аспекты разработки,основа,моделирование",,
Karnup_IMS_2013,,,"язык общения,корпусная лингвистика,качественное анализ,использование методов,статья,попытка,twitter",,
Karyaeva_IMS_2018,"википедии, отношений, отношения, извлечения, отношение, предметной области, терминов, извлечения отношений, отношения меронимии, русской википедии","thesaurus, semantic relations, data mining, knowledge acquisition, domain
engineering, machine learning, word2vec","предметная область,поэтология,семантические отношения,термины,качество,терминологическая коллекция,такие виды,стихотворное произведение,словарь концептов,разработка методов",0.0,0.0
Karyaeva_IMS_2018,"википедии, отношений, отношения, извлечения, отношение, предметной области, терминов, извлечения отношений, отношения меронимии, русской википедии","тезаурус, семантические отношения, data mining, knowledge
acquisition, domain engineering, machine learning, word2vec","предметная область,поэтология,семантические отношения,термины,качество,терминологическая коллекция,такие виды,стихотворное произведение,словарь концептов,разработка методов",0.0,14.29
Kazakov_IMS_2014,"социальных сетей, социальных, социальных сетевых, социальные сети, социальной сети, интернет, реальных социальных, социальных интернет, социальные, сервисов","социальная сеть, сетевой сервис, многоагентная система","указанные проблемы,такие сервисы,принципиальные проблемы,описание явления,некоторые проблемы,интеллектуальные агенты,декларируемая миссия,данные проблемы,анализ явления,терминология",0.0,0.0
Khodorkovsky_IMS_2023,"сущности, информации, информация, сведения, системы, свойства, деятельности, деятельности системы, свойства сущности, обозначение","сведения, информация, информационная коммуникация, данные, сигнал, преобразование информации, потенциальная информация","сущность,сведение,информационная коммуникация,система,свойства,информация,структурированное сообщение,соотношение понятий,очередной шаг,определение понятия",28.57,28.57
Khokhlova_IMS_2016,"русского языка, araneum russicum, млн слов, русского, текстов, корпус, языка, слов, корпуса, тексты","text corpora, web corpora, russian national corpus, rutenten, russian
web corpus, big data.","русский язык,последнее время,подобные корпусы,обзор корпусов,корпусы текстов,генеральный корпус,статья,содержание,построение,объём",0.0,0.0
Khokhlova_IMS_2016,"русского языка, araneum russicum, млн слов, русского, текстов, корпус, языка, слов, корпуса, тексты","корпусы текстов, интернет-корпусы, rutenten, russianweb корпус, большие данные.","русский язык,последнее время,подобные корпусы,обзор корпусов,корпусы текстов,генеральный корпус,статья,содержание,построение,объём",0.0,20.0
Khokhlova_IMS_2017,"мера, биграмм, меры, мер, сочетаний, результаты, количество, данная мера, количество сочетаний, наибольшее количество","statistical tools, measures of association, bigrams, mi, ll, mi3, minimum sensitivity, t-score.","рамки словосочетаний,основные характеристики,корпусный материал,квантитативные методы,используемые меры,иные коэффициенты,данные метрик,число,статья,сравнение",0.0,0.0
Khokhlova_IMS_2017,"мера, биграмм, меры, мер, сочетаний, результаты, количество, данная мера, количество сочетаний, наибольшее количество","статистический
аппарат, ассоциации, биграммы, mi, ll, mi3, ms, t-score меры","рамки словосочетаний,основные характеристики,корпусный материал,квантитативные методы,используемые меры,иные коэффициенты,данные метрик,число,статья,сравнение",0.0,0.0
Khokhlova_IMS_2018,"данных, сочетаемости, база данных, языка, русского языка, словосочетания, token start, слов, представлены, база","collocability, collocations, dictionaries, database, text corpora, statistics","существующие системы,русский язык,реализация проекта,разнообразные словари,разнообразные задачи,прикладная лингвистика,представляющие информация,основа корпусов,материал словарей,извлечённые коллокация",0.0,0.0
Khokhlova_IMS_2018,"данных, сочетаемости, база данных, языка, русского языка, словосочетания, token start, слов, представлены, база","сочетаемость, коллокации, словари, база данных, корпусы
текстов, статистика","существующие системы,русский язык,реализация проекта,разнообразные словари,разнообразные задачи,прикладная лингвистика,представляющие информация,основа корпусов,материал словарей,извлечённые коллокация",16.67,0.0
Khokhlova_IMS_2019,"результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, фишера, мер ассоциации, данных, например","verbal collocations, text corpus, statistics, dictionaries, association measures, evaluation","сравнение,ход экспериментов,статистические метрики,русскоязычное корпус,русский язык,ранговая корреляция,разные области,прикладная лингвистика,полученные результаты,относительная взаимозаменяемость",0.0,0.0
Khokhlova_IMS_2019,"результаты, мер, словосочетаний, меры, совместной встречаемости, коллокации, фишера, мер ассоциации, данных, например","глагольные коллокации, корпус текстов, статистика, словари, меры ассоциации, оценка","сравнение,ход экспериментов,статистические метрики,русскоязычное корпус,русский язык,ранговая корреляция,разные области,прикладная лингвистика,полученные результаты,относительная взаимозаменяемость",0.0,0.0
Khokhlova_IMS_2020,"машинного обучения, словосочетаний, слова, машинного, обучения, русского языка, коллокаций, методы, слов, лексических конструкций","verbal collocations, noun collocations, machine learning, algorithms, text corpora, russian language","машинное обучение,толковые словари,словари сочетаемости,рассматриваемые методы,пять источников,моделирование отношений,линейное преобразование,лексикографическое описание,лексикографические источники,количество словосочетаний",0.0,0.0
Khokhlova_IMS_2020,"машинного обучения, словосочетаний, слова, машинного, обучения, русского языка, коллокаций, методы, слов, лексических конструкций","глагольные коллокации, атрибутивные коллокации, машинное обучение, алгоритмы, корпусы текстов, русский язык","машинное обучение,толковые словари,словари сочетаемости,рассматриваемые методы,пять источников,моделирование отношений,линейное преобразование,лексикографическое описание,лексикографические источники,количество словосочетаний",0.0,16.67
Kirillova_IMS_2018,"nltk, разметки, universal dependencies, морфоанализатора, dialogue evaluation, нкря, текстов, работы морфоанализатора, частеречной разметки, opencorpora","morphological tagging, morphological disambiguation, nltk4russian, text
corpora","тестирование,opencorpora,художественные тексты,ход исследования,формат pymorphy2,социальные сети,ряд задач,русский язык,результаты тестирования,основа подкорпусов",0.0,0.0
Kirillova_IMS_2018,"nltk, разметки, universal dependencies, морфоанализатора, dialogue evaluation, нкря, текстов, работы морфоанализатора, частеречной разметки, opencorpora","морфологический анализ, разрешение морфологической
неоднозначности, nltk4russian, корпусы русскоязычных текстов","тестирование,opencorpora,художественные тексты,ход исследования,формат pymorphy2,социальные сети,ряд задач,русский язык,результаты тестирования,основа подкорпусов",0.0,0.0
Kislov_IMS_2017,"вместо, китайском языке, букв, китайского языка, языка, китайском, языке, китае, иероглифов, китайского","chinese netspeak, computer-mediated communication, wordplay, new chinese characters.","развитие,языковой система,языковой игра,языковая игра,усиливающееся влияние,существующие иероглифы,современный этап,серьёзный реформирование,принципы онлайн-коммуникации,основа омонимии",0.0,0.0
Kislov_IMS_2017,"вместо, китайском языке, букв, китайского языка, языка, китайском, языке, китае, иероглифов, китайского","китайский язык, интернет-язык, языковая
игра, новые иероглифы.","развитие,языковой система,языковой игра,языковая игра,усиливающееся влияние,существующие иероглифы,современный этап,серьёзный реформирование,принципы онлайн-коммуникации,основа омонимии",0.0,0.0
Kogan_IMS_2018,"слов, лексических пучков, частотных слов, the, лексических, языка, специальных целей, корпуса, пучков, частотных лексических","corpus linguistics, lexical bundles, academic formulas and word list, english academic
discourse, kod.ing corpus, german for specific purposes","списки,помощь,цель выявления,функции wordlist,функции n-grams,устойчивые сочетания,технические специальности,статистический анализ,специальные цели,совместное проект",0.0,0.0
Kogan_IMS_2018,"слов, лексических пучков, частотных слов, the, лексических, языка, специальных целей, корпуса, пучков, частотных лексических","корпусная лингвистика, устойчивые сочетания, лексические
пучки, списки частотных слов и выражений, английский научный дискурс, kod.ing
корпус, немецкий для специальных целей.","списки,помощь,цель выявления,функции wordlist,функции n-grams,устойчивые сочетания,технические специальности,статистический анализ,специальные цели,совместное проект",0.0,14.29
Kogan_IMS_2022,"корпусной лингвистики, корпусной, подходов корпусной, лингвистики, оор, области корпусной, корпусов, корпуса, онлайн корпусов, корпусной лингводидактики","оор, онлайн корпуса, корпусная лингводидактика, дидактические материалы, повышение квалификации","ия,изучение,широкое использование,ценный ресурс,учебные цели,трудоёмкая задача,развитие интернета,педагогическая общественность,открытое образование,научные статьи",20.0,0.0
Kolodin_IMS_2014,,,"тестирование клиентов,существующие аналоги,способы работы,сетевое анкетирование,разработанная автор,развитие системы,перспективы использования,основные принципы,новые функции,другие организации",,
Koltsov_IMS_2014,"тематического моделирования, текстов, корпуса текстов, темы, слов, живого журнала, слова, моделирования, корпуса, тематического","автоматическая обработка текстов, корпуса текстов, социальные сети, живой журнал, тематическая модель, латентное размещение дирихле, семантические связи, русский язык","жж,языковой сознание,фреймовая семантика,социальные сети,содержательное наполнение,русскоязычные пользователи,результаты экспериментов,полученные результаты,позиции теории,основные типы",12.5,12.5
Koltsova_IMS_2013,,,"исследование,тематические профили,тематика постов,такие показатели,русский язык,различные словари,публичное доступ,предлагаемые показатели,практическое знание,помощь ряда",,
Komarova_IMS_2019,"корпусе, фразеологизмов, корпусе соса, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, соса, корпусной лингвистики","corpus linguistics, english phraseology, corpus coca, search query, verification of
phraseologisms, frequency, canonical form, typical transformations, didactic materials","корпус,речевой общение,практика,пособие,изучение,фразеологические единицы,фразеологические единица,учебные пособия,учебное процесс,список фразеологизмов",0.0,0.0
Komarova_IMS_2019,"корпусе, фразеологизмов, корпусе соса, поиска, фразеологических единиц, единиц, идиоматических выражений, языка, соса, корпусной лингвистики","корпусная лингвистика, английская фразеология, корпус соса, поисковый запрос, верификация фразеологизмов, частотность, нормативный вид, типичные трансформации, дидактические материалы","корпус,речевой общение,практика,пособие,изучение,фразеологические единицы,фразеологические единица,учебные пособия,учебное процесс,список фразеологизмов",0.0,0.0
Korablinov_IMS_2020,"сущностей, вопросно-ответного поиска, знаний, сущности, данных, базам знаний, является, кандидатов, список, списка","nlp, question answering, knowledge base, knowledge graph, entity linking, crowdsourcing","вопросно-ответный поиск,базы знаний,алгоритм,фрагменты текста,текущий момент,тексты вопросов,такое развитие,способ создания,сложные задача,русский язык",0.0,0.0
Korablinov_IMS_2020,"сущностей, вопросно-ответного поиска, знаний, сущности, данных, базам знаний, является, кандидатов, список, списка","вопросно-ответный поиск, базы знаний, графы знаний, сопоставление сущностей, краудсорсинг","вопросно-ответный поиск,базы знаний,алгоритм,фрагменты текста,текущий момент,тексты вопросов,такое развитие,способ создания,сложные задача,русский язык",0.0,40.0
Koshcheeva_IMS_2014,"выполнять, словосочетаний, глагольно-именных словосочетаний, глагола выполнять, устойчивых словосочетаний, выделения, глагола, частеречной принадлежности, глагольно-именных, коллоката","корпусы, коллокации, устойчивые словосочетания, статистические методы, автоматическое выделение коллокаций, меры ассоциации, корпусная лингвистика, компьютерная лингвистика, глагольно-именные словосочетания, сочетаемость","ряд экспериментов,автоматическое выделение,цель,учёт,работа,методы,коллокации,выводы",0.0,10.0
Kovalevsky_IMS_2013,,,"активная сейсмология,электронная библиотека,экспериментальная геофизики,социальная сеть,смежные дисциплины,режим on-line,последние десятилетие,пополняемые пользователи,научные работы,научные исследования",,
Kriukova_IMS_2017,"близости текстов, текстов, семантической близости, близости, метрик близости, dkpro similarity, similarity, семантической, оценки, метрик","semantic similarity, semantic similarity measures, dkpro
similarity, machine learning, computational linguistics.","тестовая выборка,русский язык,результаты работы,проблема оценки,преимущества использования,полученные значение,одна группа,новостные тексты,машинное обучение,линейные модели",0.0,0.0
Kriukova_IMS_2017,"близости текстов, текстов, семантической близости, близости, метрик близости, dkpro similarity, similarity, семантической, оценки, метрик","семантическая близость, метрики
семантической близости, dkpro similarity, машинное
обучение, компьютерная лингвистика","тестовая выборка,русский язык,результаты работы,проблема оценки,преимущества использования,полученные значение,одна группа,новостные тексты,машинное обучение,линейные модели",20.0,0.0
Kudinov_IMS_2014,,,"электронное участие,органы,механизмы,электронное взаимодействие,преимущества использования,мобильные технологии,мобильные приложения,красивый петербург,исполнительная власть,государственная власть",,
Kulik_IMS_2014,,,"становление сети,социокультурная трансформация,предполагающая вовлечение,постиндустриальное общество,интерактивный потенциал,гражданское общество,авторский взгляд,сотрудичество,развитие,работа",,
Kurochkina_IMS_2017,"коллокаций, коллокации, устойчивых словосочетаний, слова, словарях, кандидаты, база, золотого стандарта, извлечения коллокаций, словосочетания","corpora, extraction of collocations, measures of
association","выявление коллокаций,цель работы,устойчивые словосочетания,система nosketchengine,популярные меры,меры ассоциации,данная работа,эксперимент,работа,пример",0.0,0.0
Kurochkina_IMS_2017,"коллокаций, коллокации, устойчивых словосочетаний, слова, словарях, кандидаты, база, золотого стандарта, извлечения коллокаций, словосочетания","корпуса, извлечение коллокаций, меры ассоциации","выявление коллокаций,цель работы,устойчивые словосочетания,система nosketchengine,популярные меры,меры ассоциации,данная работа,эксперимент,работа,пример",0.0,33.33
