ConstrIndex	ExIndex	Place	PhraseGen	WordDep	Form	Role	Rank	Sem	Rea	ConstrExId	ItemExIndex	KeyLexemes
1006	41826	4	на пять лет	на / лет	на + NUMacc	срок	Периферия	-	стандартный	4619	1121946	арендовать
16371	41810	1			-	конечный посессор	Не выражен		неопределенно-личная конструкция	4604	14984	арендовать
16371	41810	2	N/A	арендуют	арендовать	-	Предикат	-		4604	14985	арендовать
16371	41810	3	Их	Их	SPROacc	пациенс	Объект	-	стандартный	4604	14986	арендовать
16371	41810	4	под офисы и мини-гостиницы типа европейских ротелей	под офисы	под + Sacc	цель	Периферия	-	стандартный	4604	1121932	арендовать
16371	41824	1	«Фонд Караваева»	Фонд	Snom	конечный посессор	Несобственный	организация	сочинение	4617	15026	арендовать
16371	41824	2	N/A	арендовал	арендовать	-	Предикат	-		4617	15027	арендовать
16371	41824	3	помещение	помещение	Sacc	пациенс	Объект	-	стандартный	4617	15028	арендовать
16371	41824	4	под офис	под офис	под + Sacc	цель	Периферия	-	стандартный	4617	1121945	арендовать
16371	41847	1	евреи	евреи	Snom	конечный посессор	Субъект	лицо	стандартный	4639	15120	арендовать
16371	41847	2	N/A	арендовали	арендовать	-	Предикат	-		4639	15121	арендовать
16371	41847	3	ТЭЦ-1	ТЭЦ-1	Sacc	пациенс	Объект	-	стандартный	4639	15122	арендовать
16371	41847	4	для их праздника Ханука	для / праздника	для + Sgen	цель	Периферия	-	стандартный	4639	1121947	арендовать
16371	41782	1					Не выражен		пассив	41436	113170	арендовать
16371	41782	2	N/A	арендовалась	арендовать	-	Предикат	-	-	41436	113171	арендовать
16371	41782	3	база МУ-3 «ВостокМонтажГаз»	база	Snom	пациенс	Субъект	-	пассив	41436	113172	арендовать
16371	41782	4	для цеха	для цеха	для + Sgen	цель	Периферия	-	стандартный	41436	113173	арендовать
16371	41792	1					Не выражен		пассив	41437	113174	арендовать
16371	41792	2	N/A	арендуются	арендовать	-	Предикат	-	-	41437	113175	арендовать
16371	41792	3	небольшие аудитории в бизнес-центрах класса А и Б с клип-чартами и презентационным оборудованием	аудитории	Snom	пациенс	Субъект	-	пассив	41437	113176	арендовать
16371	41792	4	для занятий	для занятий	для + Sgen	цель	Периферия	-	стандартный	41437	113177	арендовать
18445	41828	1	около ста магазинов и бутиков -- от самых дорогих ювелирных Cartier и «Сваровски» до магазинов спортивной одежды Reebok и одежды для секретарш Tom Klaim	магазинов	около + NUMgen	конечный посессор	Субъект	организация	стандартный	4621	15041	арендовать
18445	41828	2	N/A	арендуют	арендовать	-	Предикат	-		4621	15042	арендовать
18445	41828	3	помещение	помещение	Sacc	пациенс	Объект	-	стандартный	4621	15043	арендовать
18445	41828	4	В комплексе	В комплексе	в + Sloc	место	Периферия		стандартный	4621	10031977	арендовать
11877	36619	1				агенс	Не выражен	-	инфинитив	9983	31566	арестовать
11877	36619	2	N/A	Арестовать	арестовать	-	Предикат	-		9983	31567	арестовать
11877	36619	3	террористов	террористов	Sacc	пациенс	Объект	-	стандартный	9983	31568	арестовать
11877	36619	4	по месту жительства	по месту	по + Sdat	место	Периферия	-	стандартный	9983	31569	арестовать
11877	36623	1				агенс	Не выражен	-	неопределенно-личная конструкция	9986	31576	арестовать
11877	36623	2	N/A	арестовали	арестовать	-	Предикат	-		9986	31577	арестовать
11877	36623	3	меня	меня	SPROacc	пациенс	Объект	-	стандартный	9986	31578	арестовать
11877	36623	4	там	там	ADVPRO	место	Периферия	-	стандартный	9986	31579	арестовать
11877	36625	1				агенс	Не выражен	-	неопределенно-личная конструкция	9988	31583	арестовать
11877	36625	2	N/A	арестовали	арестовать	-	Предикат	-		9988	31584	арестовать
11877	36625	3	меня	меня	SPROacc	пациенс	Объект	-	стандартный	9988	31585	арестовать
11877	36625	4	там	там	ADVPRO	место	Периферия	-	стандартный	9988	31586	арестовать
11878	36616	1				агенс	Не выражен	-	пассивное причастие	10000	31629	арестовать
11878	36616	2	N/A	арестован	арестовать	-	Предикат	-		10000	31630	арестовать
11878	36616	3	Он	Он	SPROnom	пациенс	Субъект	-	пассивное причастие	10000	31631	арестовать
11878	36616	4	как враг народа	как враг	как + Snom	мотивировка	Периферия	-	стандартный	10000	31632	арестовать
1007	36610	1			-	агенс	Не выражен	-	пассивное причастие	9969	34436	арестовать,арестовывать
1007	36610	2	N/A	арестованных	арестовать	-	Атрибут	-		9969	34437	арестовать,арестовывать
1007	36610	3	отцов и матерей	отцов	Sgen	пациенс	Контролер согласования	-	пассивное причастие	9969	34438	арестовать,арестовывать
1007	36614	1			-	агенс	Не выражен	-	постконтекст	9979	31553	арестовать,арестовывать
1007	36614	2	N/A	Арестовали	арестовать	-	Предикат	-		9979	31554	арестовать,арестовывать
1007	36614	3	нашего завхоза	завхоза	Sacc	пациенс	Объект	-	стандартный	9979	31555	арестовать,арестовывать
1007	36615	1			-	агенс	Не выражен	-	неопределенно-личная конструкция	9980	31547	арестовать,арестовывать
1007	36615	2	N/A	арестовали	арестовать	-	Предикат	-		9980	31548	арестовать,арестовывать
1007	36615	3	любимого дядю Чика	дядю	Sacc	пациенс	Объект	-	стандартный	9980	31549	арестовать,арестовывать
1007	36617	1			-	агенс	Не выражен	-	пассивное причастие	9981	31560	арестовать,арестовывать
1007	36617	2	N/A	арестован	арестовать	-	Предикат	-		9981	31561	арестовать,арестовывать
1007	36617	3	Николай	Николай	Snom	пациенс	Субъект	-	пассивное причастие	9981	31562	арестовать,арестовывать
1007	36618	1			-	агенс	Не выражен	-	пассивное причастие	9982	34439	арестовать,арестовывать
1007	36618	2	N/A	арестованные	арестовать	-	Атрибут	-		9982	34440	арестовать,арестовывать
1007	36618	3	офицеры	офицеры	Snom	пациенс	Контролер согласования	-	пассивное причастие	9982	34441	арестовать,арестовывать
1007	36621	1			-	агенс	Не выражен	-	пассивное причастие	9984	31570	арестовать,арестовывать
1007	36621	2	N/A	арестована	арестовать	-	Предикат	-		9984	31571	арестовать,арестовывать
1007	36621	3	кабатчица	кабатчица	Snom	пациенс	Субъект	лицо	пассивное причастие	9984	31572	арестовать,арестовывать
1007	36622	1			-	агенс	Не выражен	-	пассивное причастие	9985	34442	арестовать,арестовывать
1007	36622	2	N/A	арестованного	арестовать	-	Атрибут	-		9985	34443	арестовать,арестовывать
1007	36622	3	академика	академика	Sacc	пациенс	Контролер согласования	-	пассивное причастие	9985	34444	арестовать,арестовывать
1007	36624	1			-	агенс	Не выражен	-	неопределенно-личная конструкция	9987	31580	арестовать,арестовывать
1007	36624	2	N/A	арестуют	арестовать	-	Предикат	-		9987	31581	арестовать,арестовывать
1007	36624	3	Их	Их	SPROacc	пациенс	Объект	-	стандартный	9987	31582	арестовать,арестовывать
1007	36629	1			-	агенс	Не выражен	-	неопределенно-личная конструкция	9989	31587	арестовать,арестовывать
1007	36629	2	N/A	арестовали	арестовать	-	Предикат	-		9989	31588	арестовать,арестовывать
1007	36629	3	её	её	SPROacc	пациенс	Объект	-	стандартный	9989	31589	арестовать,арестовывать
1007	36628	1			-	агенс	Не выражен	-	неопределенно-личная конструкция	9990	135297	арестовать,арестовывать
1007	36628	2	N/A	арестовали	арестовать	-	Предикат	-		9990	135298	арестовать,арестовывать
1007	36628	3	Василия Степановича	Василия	Sacc	пациенс	Объект	лицо	стандартный	9990	135299	арестовать,арестовывать
1007	36627	1			-	агенс	Не выражен	-	неопределенно-личная конструкция	9991	31593	арестовать,арестовывать
1007	36627	2	N/A	арестовали	арестовать	-	Предикат	-		9991	31594	арестовать,арестовывать
1007	36627	3	Высокого Андрея	Андрея	Sacc	пациенс	Объект	-	стандартный	9991	31595	арестовать,арестовывать
1007	36626	1			-	агенс	Не выражен	-	неопределенно-личная конструкция	9992	31596	арестовать,арестовывать
1007	36626	2	N/A	арестовали	арестовать	-	Предикат	-		9992	31597	арестовать,арестовывать
1007	36626	3	её	её	SPROacc	пациенс	Объект	-	стандартный	9992	31598	арестовать,арестовывать
1007	36620	1			-	агенс	Не выражен	-	инфинитив	9993	31599	арестовать,арестовывать
1007	36620	2	N/A	арестовать	арестовать	-	Предикат	-		9993	31600	арестовать,арестовывать
1007	36620	3			-	пациенс	Не выражен	-	обобщенный	9993	31601	арестовать,арестовывать
1008	36613	1			-	агенс	Не выражен	-	пассивное причастие	9978	31556	арестовать,арестовывать
1008	36613	2	N/A	арестован	арестовать	-	Предикат	-		9978	31557	арестовать,арестовывать
1008	36613	3	Этот человек	человек	Snom	пациенс	Субъект	-	пассивное причастие	9978	31558	арестовать,арестовывать
1008	36613	4	за упорную антигерманскую деятельность	за / деятельность	за + Sacc	мотивировка	Периферия	-	стандартный	9978	31559	арестовать,арестовывать
1009	36611	1	Цензура	Цензура	Snom	агенс	Субъект	абстрактный	стандартный	9976	31525	арестовать,арестовывать
1009	36611	2	N/A	арестовала	арестовать	-	Предикат	-		9976	31526	арестовать,арестовывать
1009	36611	3	эту книгу	книгу	Sacc	пациенс	Объект	-	стандартный	9976	31527	арестовать,арестовывать
1009	36612	1			-	агенс	Не выражен	-	пассивное причастие	9977	34433	арестовать,арестовывать
1009	36612	2	N/A	арестованного	арестовать	-	Атрибут	-		9977	34434	арестовать,арестовывать
1009	36612	3	поместья	поместья	Sgen	пациенс	Контролер согласования	-	пассивное причастие	9977	34435	арестовать,арестовывать
1013	41947	1	Фонд содействия развитию малых форм предпринимательства в научно-технической сфере	Фонд	Snom	исходный посессор	Контролер согласования	организация	активное причастие	5556	18171	ассигновать
1013	41947	2	N/A	ассигновавший	ассигновать	-	Атрибут	-		5556	18172	ассигновать
1013	41947	3	немалые средства	средства	Sacc	пациенс	Объект	-	стандартный	5556	18173	ассигновать
1013	41947	4	компании	компании	Sdat	конечный посессор	Периферия	организация	стандартный	5556	18174	ассигновать
1013	41957	1			-	исходный посессор	Не выражен		неопределенно-личная конструкция	5613	18343	ассигновать
1013	41957	2	N/A	ассигновали	ассигновать	-	Предикат	-	-	5613	18344	ассигновать
1013	41957	3	Деньги / большие	Деньги	Sacc	пациенс	Объект	-	стандартный	5613	18345	ассигновать
1013	41957	4	нашей МТС	МТС	Sdat	конечный посессор	Периферия	организация	стандартный	5613	18346	ассигновать
1013	41958	1			-	исходный посессор	Не выражен		неопределенно-личная конструкция	5614	18347	ассигновать
1013	41958	2	N/A	ассигновали	ассигновать	-	Предикат	-	-	5614	18348	ассигновать
1013	41958	3	конвертируемую валюту	валюту	Sacc	пациенс	Объект	-	стандартный	5614	18349	ассигновать
1013	41958	4	Издательству	Издательству	Sdat	конечный посессор	Периферия	организация	стандартный	5614	18350	ассигновать
1014	36682	1	Евросоюз	Евросоюз	Snom	исходный посессор	Субъект	организация	стандартный	5544	18139	ассигновать
1014	36682	2	N/A	ассигновал	ассигновать	-	Предикат	-	-	5544	18140	ассигновать
1014	36682	3	почти 5 миллионов евро	евро	NUMacc	пациенс	Объект	-	стандартный	5544	18141	ассигновать
1014	36682	4	на изготовление, поставку и монтаж оборудования	на изготовление	на + Sacc	цель	Периферия	-	стандартный	5544	18142	ассигновать
1014	41942	1			-	исходный посессор	Не выражен		безличная конструкция	5547	18159	ассигновать
1014	41942	2	N/A	ассигновать	ассигновать	-	Предикат	-	-	5547	18160	ассигновать
1014	41942	3	около 37 млн долларов	долларов	около + NUMgen	пациенс	Объект	-	стандартный	5547	18161	ассигновать
1014	41942	4	на проведение исследований в области создания ядерных боезарядов мощностью до 5 кт	на проведение	на + Sacc	цель	Периферия	-	стандартный	5547	18162	ассигновать
1014	41943	1			-	исходный посессор	Не выражен		безличная конструкция	5549	18147	ассигновать
1014	41943	2	N/A	ассигновать	ассигновать	-	Предикат	-	-	5549	18148	ассигновать
1014	41943	3	340 млн. долларов	долларов	NUMacc	пациенс	Объект	-	стандартный	5549	18149	ассигновать
1014	41943	4	На программу «Ю-эс визит», в рамках которой представители официальных властей снимают отпечатки пальцев и фотографируют прибывающих в Америку иностранцев	На программу	на + Sacc	цель	Периферия	-	стандартный	5549	18150	ассигновать
1014	41944	1			-	исходный посессор	Не выражен		безличная конструкция	5550	18151	ассигновать
1014	41944	2	N/A	ассигновать	ассигновать	-	Предикат	-		5550	18152	ассигновать
1014	41944	3	10 млрд долларов	долларов	NUMacc	пациенс	Объект	-	стандартный	5550	18153	ассигновать
1014	41944	4	На осуществление различных программ в области ПРО	На осуществление	на + Sacc	цель	Периферия	-	стандартный	5550	18154	ассигновать
1014	41945	1			-	исходный посессор	Не выражен		пассивное причастие	5552	18155	ассигновать
1014	41945	2	N/A	будет ассигновано	ассигновать	-	Предикат	-		5552	18156	ассигновать
1014	41945	3	25 млрд долларов	долларов	NUMnom	пациенс	Субъект	-	пассивное причастие	5552	18157	ассигновать
1014	41945	4	На проведение военных операций в Ираке и Афганистане	На проведение	на + Sacc	цель	Периферия	-	стандартный	5552	18158	ассигновать
1014	41946	1			-	исходный посессор	Не выражен		пассивное причастие	5553	18163	ассигновать
1014	41946	2	N/A	ассигнованной	ассигновать	-	Атрибут	-		5553	18164	ассигновать
1014	41946	3	суммы	суммы	Sgen	пациенс	Контролер согласования	-	пассивное причастие	5553	18165	ассигновать
1014	41946	4	на программу	на программу	на + Sacc	цель	Периферия	-	стандартный	5553	18166	ассигновать
1014	41949	1	предприятия	предприятия	Snom	исходный посессор	Несобственный	организация	контроль	5555	18167	ассигновать
1014	41949	2	N/A	ассигновать	ассигновать	-	Предикат	-	-	5555	18168	ассигновать
1014	41949	3	средства	средства	Sacc	пациенс	Объект	-	стандартный	5555	18169	ассигновать
1014	41949	4	на реализацию отложенных инвестиционных проектов	на реализацию	на + Sacc	цель	Периферия	-	стандартный	5555	18170	ассигновать
1014	41948	1			-	исходный посессор	Не выражен		инфинитив	5557	18175	ассигновать
1014	41948	2	N/A	ассигновать	ассигновать	-	Предикат	-	-	5557	18176	ассигновать
1014	41948	3	достаточные средства	средства	Sacc	пациенс	Объект	-	стандартный	5557	18177	ассигновать
1014	41948	4	на решение проблем, связанных с охраной окружающей среды	на решение	на + Sacc	цель	Периферия	-	стандартный	5557	18178	ассигновать
1014	41950	1	они	они	SPROnom	исходный посессор	Несобственный	государство	контроль	5558	18179	ассигновать
1014	41950	2	N/A	ассигновать	ассигновать	-	Предикат	-	-	5558	18180	ассигновать
1014	41950	3	какие-то суммы	суммы	Sacc	пациенс	Объект	-	стандартный	5558	18181	ассигновать
1014	41950	4	на спецоперации в РФ	на спецоперации	на + Sacc	цель	Периферия	-	стандартный	5558	18182	ассигновать
1014	41951	1	Соединенные Штаты	Штаты	Snom	исходный посессор	Субъект	топоним	стандартный	5559	18183	ассигновать
1014	41951	2	N/A	ассигновали	ассигновать	-	Предикат	-	-	5559	18184	ассигновать
1014	41951	3	более 350 млн. долл	долл.	NUMcomp	пациенс	Объект	-	стандартный	5559	18185	ассигновать
1014	41951	4	на израильскую программу противоракетной обороны	на / программу	на + Sacc	цель	Периферия	-	стандартный	5559	18186	ассигновать
1014	41953	1			-	исходный посессор	Не выражен		пассивное причастие	5560	18187	ассигновать
1014	41953	2	N/A	ассигнованы	ассигновать	-	Предикат	-		5560	18188	ассигновать
1014	41953	3	средства	средства	Snom	пациенс	Субъект	-	пассивное причастие	5560	18189	ассигновать
1014	41953	4	На каждого	На каждого	на + SPROacc	цель	Периферия	-	стандартный	5560	18190	ассигновать
1014	41954	1	я	я	SPROnom	исходный посессор	Субъект	лицо	стандартный	5561	18191	ассигновать
1014	41954	2	N/A	ассигновал	ассигновать	-	Предикат	-	-	5561	18192	ассигновать
1014	41954	3	пять рублей	рублей	NUMacc	пациенс	Объект	-	стандартный	5561	18193	ассигновать
1014	41954	4	на это дело	на / дело	на + Sacc	цель	Периферия	-	стандартный	5561	18194	ассигновать
1014	41956	1			-	исходный посессор	Не выражен		пассивное причастие	5612	18339	ассигновать
1014	41956	2	N/A	ассигнованную	ассигновать	-	Атрибут	-		5612	18340	ассигновать
1014	41956	3	сумму	сумму	Sacc	пациенс	Контролер согласования	-	пассивное причастие	5612	18341	ассигновать
1014	41956	4	на угощение	на угощение	на + Sacc	цель	Периферия	-	стандартный	5612	18342	ассигновать
1014	41959	1			-	исходный посессор	Не выражен		говорящие	5615	18351	ассигновать
1014	41959	2	N/A	ассигнуете	ассигновать	-	Предикат	-	-	5615	18352	ассигновать
1014	41959	3	Сколько	Сколько	SPROacc	пациенс	Объект	-	стандартный	5615	18353	ассигновать
1014	41959	4	на это	на это	на + SPROacc	цель	Периферия	-	стандартный	5615	18354	ассигновать
1014	41960	1	Главэлектро	Главэлектро	Snom	исходный посессор	Субъект	организация	стандартный	5619	18362	ассигновать
1014	41960	2	N/A	ассигнует	ассигновать	-	Предикат	-	-	5619	18363	ассигновать
1014	41960	3	деньги	деньги	Sacc	пациенс	Объект	-	стандартный	5619	18364	ассигновать
1014	41960	4	на разработку метода для исследования поля около высоковольтных изоляторов и в усилит. лампах	на разработку	на + Sacc	цель	Периферия	-	стандартный	5619	18365	ассигновать
1014	41961	1			-	исходный посессор	Не выражен		пассивное причастие	5622	18374	ассигновать
1014	41961	2	N/A	ассигнованные	ассигновать	-	Атрибут	-		5622	18375	ассигновать
1014	41961	3	средства	средства	Snom	пациенс	Контролер согласования	-	пассивное причастие	5622	18376	ассигновать
1014	41961	4	на наше проживание	на / проживание	на + Sacc	цель	Периферия	-	стандартный	5622	18377	ассигновать
1016	36683	1			-	субъект ментального состояния	Не выражен		контроль имплицитный	7730	24948	ассоциировать
1016	36683	2	N/A	ассоциировать	ассоциировать	-	Предикат	-	-	7730	24949	ассоциировать
1016	36683	3	Терроризм	Терроризм	Sacc	предмет мысли	Объект	-	стандартный	7730	24950	ассоциировать
1016	36683	4	с какой-либо религией , этнической группой или географическим районом	с / религией	с + Sins	эталон	Периферия	-	стандартный	7730	24951	ассоциировать
1016	36684	1	люди	люди	Snom	субъект ментального состояния	Субъект	лицо	стандартный	7731	24952	ассоциировать
1016	36684	2	N/A	ассоциируют	ассоциировать	-	Предикат	-	-	7731	24953	ассоциировать
1016	36684	3	дикторский текст	текст	Sacc	предмет мысли	Объект	-	стандартный	7731	24954	ассоциировать
1016	36684	4	с продуктом	с продуктом	с + Sins	эталон	Периферия	-	стандартный	7731	24955	ассоциировать
1016	36685	1			-	субъект ментального состояния	Не выражен		неопределенно-личная конструкция	7732	24956	ассоциировать
1016	36685	2	N/A	ассоциируют	ассоциировать	-	Предикат	-	-	7732	24957	ассоциировать
1016	36685	3	Спивакова	Спивакова	Sacc	предмет мысли	Объект	-	стандартный	7732	24958	ассоциировать
1016	36685	4	с другим временем	с / временем	с + Sins	эталон	Периферия	-	стандартный	7732	24959	ассоциировать
1016	42683	1	компания	компания	Snom	субъект ментального состояния	Субъект	организация	стандартный	7739	24966	ассоциировать
1016	42683	2	N/A	ассоциирует	ассоциировать	-	Предикат	-	-	7739	24967	ассоциировать
1016	42683	3	которую	которую	APROacc	предмет мысли	Объект	-	стандартный	7739	24968	ассоциировать
1016	42683	4	с ядовитым скорпионом	с / скорпионом	с + Sins	эталон	Периферия	-	стандартный	7739	24969	ассоциировать
1016	42714	1			-	субъект ментального состояния	Не выражен		инфинитив	7767	24997	ассоциировать
1016	42714	2	N/A	ассоциировать	ассоциировать	-	Предикат	-	-	7767	24998	ассоциировать
1016	42714	3	партии и их лидеров	партии	Sacc	предмет мысли	Объект	-	стандартный	7767	24999	ассоциировать
1016	42714	4	с флорой и фауной	с флорой	с + Sins	эталон	Периферия	-	стандартный	7767	25000	ассоциировать
1016	42745	1	мы	мы	SPROnom	субъект ментального состояния	Субъект	лицо	стандартный	7798	25031	ассоциировать
1016	42745	2	N/A	ассоциируем	ассоциировать	-	Предикат	-	-	7798	25032	ассоциировать
1016	42745	3	ее психологическую характеристику	характеристику	Sacc	предмет мысли	Объект	-	стандартный	7798	25033	ассоциировать
1016	42745	4	с ближайшим, так сказать субстратом психики -- центральными нервными процессами	с / субстратом	с + Sins	эталон	Периферия	-	стандартный	7798	25034	ассоциировать
1016	42768	1	Он	Он	SPROnom	субъект ментального состояния	Несобственный	лицо	сочинение	7821	25057	ассоциировать
1016	42768	2	N/A	ассоциирует	ассоциировать	-	Предикат	-	-	7821	25058	ассоциировать
1016	42768	3	их	их	SPROacc	предмет мысли	Объект	-	стандартный	7821	25059	ассоциировать
1016	42768	4	с моделями-концепциями мышления, уже существующими или вновь созданными	с моделями-концепциями	с + Sins	эталон	Периферия	-	стандартный	7821	25060	ассоциировать
1016	42709	1			-	субъект ментального состояния	Не выражен		пассивное причастие	7825	25068	ассоциировать
1016	42709	2	N/A	ассоциирован	ассоциировать	-	Предикат	-		7825	25069	ассоциировать
1016	42709	3	какой из них	какой	APROnom	предмет мысли	Субъект	-	пассивное причастие	7825	25070	ассоциировать
1016	42709	4	с РМЖ	с РМЖ	с + Sins	эталон	Периферия	-	стандартный	7825	25071	ассоциировать
1016	42710	1			-	субъект ментального состояния	Не выражен		пассивное причастие	7826	25072	ассоциировать
1016	42710	2	N/A	ассоциирована	ассоциировать	-	Предикат	-		7826	25073	ассоциировать
1016	42710	3	замена которой	замена	Snom	предмет мысли	Субъект	-	пассивное причастие	7826	25074	ассоциировать
1016	42710	4	с лекарственной устойчивостью	с / устойчивостью	с + Sins	эталон	Периферия	-	стандартный	7826	25075	ассоциировать
11711	36686	1	Диопсид IV типа	Диопсид	Snom	эффектор	Контролер согласования	вещество_материал	активное причастие	7823	25062	ассоциировать
11711	36686	2	N/A	ассоциирующий	ассоциировать	-	Атрибут	-		7823	25063	ассоциировать
11711	36686	3	с клинохлором	с клинохлором	с + Sins	пациенс	Периферия	вещество_материал	стандартный	7823	25064	ассоциировать
11711	42708	1	лимфоцитов	лимфоцитов	Sgen	эффектор	Контролер согласования	вещество_материал	пассивное причастие	7824	25065	ассоциировать
11711	42708	2	N/A	ассоциированных	ассоциировать	-	Атрибут	-		7824	25066	ассоциировать
11711	42708	3	со слизистыми оболочками ротовой полости и кишечника	со / оболочками	с + Sins	пациенс	Периферия	оболочка	стандартный	7824	25067	ассоциировать
1018	36690	1			-	субъект социального отношения	Не выражен		неопределенно-личная конструкция	9398	91322	баловать
1018	36690	2	N/A	балуют	баловать	-	Предикат	-	-	9398	91323	баловать
1018	36690	3	её	её	SPROacc	пациенс социального отношения	Объект	-	стандартный	9398	91324	баловать
1018	36695	1	такой молодой человек	человек	Snom	субъект социального отношения	Несобственный	лицо	контроль	9403	29613	баловать
1018	36695	2	N/A	баловать	баловать	-	Предикат	-	-	9403	29614	баловать
1018	36695	3	своё самолюбие	самолюбие	Sacc	пациенс социального отношения	Объект	-	стандартный	9403	29615	баловать
1018	36697	1	Отец	Отец	Snom	субъект социального отношения	Несобственный	лицо	сочинение	9405	29622	баловать
1018	36697	2	N/A	баловал	баловать	-	Предикат	-	-	9405	29623	баловать
1018	36697	3	Любу	Любу	Sacc	пациенс социального отношения	Объект	-	стандартный	9405	29624	баловать
1018	36699	1	Аркадий Лукьянович	Аркадий	Snom	субъект социального отношения	Несобственный	лицо	деепричастие	9407	91328	баловать
1018	36699	2	N/A	балуя	баловать	-	Предикат	-	-	9407	91329	баловать
1018	36699	3	своё тело	тело	Sacc	пациенс социального отношения	Объект	одушевленный	стандартный	9407	91330	баловать
1018	36700	1			-	субъект социального отношения	Не выражен		неопределенно-личная конструкция	9408	29632	баловать
1018	36700	2	N/A	баловали	баловать	-	Предикат	-		9408	29633	баловать
1018	36700	3	меня	меня	SPROacc	пациенс социального отношения	Объект	-	стандартный	9408	29634	баловать
1018	36701	1			-	субъект социального отношения	Не выражен		контроль имплицитный	9409	29635	баловать
1018	36701	2	N/A	баловать	баловать	-	Предикат	-		9409	29636	баловать
1018	36701	3	Вас	Вас	SPROacc	пациенс социального отношения	Объект	-	стандартный	9409	29637	баловать
1018	36702	1			-	субъект социального отношения	Не выражен		неопределенно-личная конструкция	9410	90097	баловать
1018	36702	2	N/A	баловали	баловать	-	Предикат	-		9410	90098	баловать
1018	36702	3	Супруг , которого	Супруг	APROacc	пациенс социального отношения	Объект	одушевленный	стандартный	9410	90099	баловать
1018	36703	1	король Артур	Артур	Snom	субъект социального отношения	Субъект	лицо	стандартный	9411	29641	баловать
1018	36703	2	N/A	балует	баловать	-	Предикат	-	-	9411	29642	баловать
1018	36703	3	дочку свою любимую	дочку	Sacc	пациенс социального отношения	Объект	-	стандартный	9411	29643	баловать
1018	36704	1	государство	государство	Snom	субъект социального отношения	Субъект	государство	стандартный	9412	29644	баловать
1018	36704	2	N/A	балует	баловать	-	Предикат	-	-	9412	29645	баловать
1018	36704	3	свои нефтяные компании	компании	Sacc	пациенс социального отношения	Объект	-	стандартный	9412	29646	баловать
1018	36705	1	три составлявших её и очень сильных женщины	женщины	NUMnom	субъект социального отношения	Несобственный	лицо	деепричастие	9413	91331	баловать
1018	36705	2	N/A	балуя	баловать	-	Предикат	-	-	9413	91332	баловать
1018	36705	3	сына , внука и брата	сына	Sacc	пациенс социального отношения	Объект	одушевленный	стандартный	9413	91333	баловать
1018	36713	1	Никто	Никто	SPROnom	субъект социального отношения	Субъект	лицо	стандартный	62729	10027065	баловать
1018	36713	2	N/A	баловал	баловать	-	Предикат	-		62729	10027066	баловать
1018	36713	3	меня	меня	SPROacc	пациенс социального отношения	Объект	одушевленный	стандартный	62729	10027067	баловать
1018	36717	1					Не выражен		контроль имплицитный	62732	10027068	баловать
1018	36717	2	N/A	баловать	баловать	-	Предикат	-		62732	10027069	баловать
1018	36717	3	сына	сына	Sacc	пациенс социального отношения	Объект	одушевленный	стандартный	62732	10027070	баловать
1018	36714	1	Вы	Вы	SPROnom	субъект социального отношения	Субъект	лицо	стандартный	62735	10027071	баловать
1018	36714	2	N/A	балуете	баловать	-	Предикат	-		62735	10027072	баловать
1018	36714	3	его	его	SPROacc	пациенс социального отношения	Объект	одушевленный	стандартный	62735	10027073	баловать
1018	36712	1	Он	Он	SPROnom	субъект социального отношения	Субъект	лицо	стандартный	62737	10027062	баловать
1018	36712	2	N/A	баловал	баловать	-	Предикат	-		62737	10027063	баловать
1018	36712	3	её	её	SPROacc	пациенс социального отношения	Объект	одушевленный	стандартный	62737	10027064	баловать
1018	36707	1	Павел Алексеевич	Павел	Snom	субъект социального отношения	Субъект	лицо	стандартный	62738	10027056	баловать
1018	36707	2	N/A	Баловал	баловать	-	Предикат	-		62738	10027057	баловать
1018	36707	3	Таню	Таню	Sacc	пациенс социального отношения	Объект	одушевленный	стандартный	62738	10027058	баловать
1018	36710	1					Не выражен		контроль имплицитный	62740	10027059	баловать
1018	36710	2	N/A	баловать	баловать	-	Предикат	-		62740	10027060	баловать
1018	36710	3	малыша	малыша	Sacc	пациенс социального отношения	Объект	одушевленный	стандартный	62740	10027061	баловать
1019	36688	1	Нижегородские / строители	строители	Snom	субъект социального отношения	Субъект	лицо	стандартный	9395	29590	баловать
1019	36688	2	N/A	балуют	баловать	-	Предикат	-	-	9395	29591	баловать
1019	36688	3	нас	нас	SPROacc	пациенс социального отношения	Объект	-	стандартный	9395	29592	баловать
1019	36688	4	этим« изыском »	изыском	Sins	способ	Периферия	-	стандартный	9395	29593	баловать
1019	36687	1	Фёдор	Фёдор	Snom	субъект социального отношения	Контролер согласования	лицо	стандартный	37688	10027074	баловать
1019	36687	2	N/A	баловавший	баловать	-	Атрибут	-		37688	10027075	баловать
1019	36687	3	их	их	SPROacc	пациенс социального отношения	Объект	одушевленный	стандартный	37688	10027076	баловать
1019	36687	4	вниманием	вниманием	Sins	способ	Периферия	-	стандартный	37688	10027077	баловать
1020	36696	1	она	она [погода]	SPROnom	эффектор	Субъект	погода	стандартный	9404	10027101	баловать
1020	36696	2	N/A	баловала	баловать	-	Предикат	-		9404	10027102	баловать
1020	36696	3	главных поставщиков злаков на мировой рынок	поставщиков	Sacc	пациенс	Объект	лицо	стандартный	9404	10027103	баловать
